GenPept accession,Phylum,Class
AGF29835, Pisuviricota, Stelpaviricetes
AGF33849, Pisuviricota, Pisoniviricetes
AGG09147, Negarnaviricota, Monjiviricetes
AGG13270, Kitrinoviricota, Alsuviricetes
AGG68141, Duplornaviricota, Resentoviricetes
AGG68772, Duplornaviricota, Chrymotiviricetes
AGH15834, Pisuviricota, Pisoniviricetes
AGH15838, Pisuviricota, Pisoniviricetes
AGH15840, Pisuviricota, Pisoniviricetes
AGH15844, Pisuviricota, Pisoniviricetes
AGH25889, Pisuviricota, Stelpaviricetes
AGH25928, Pisuviricota, Stelpaviricetes
AGH62581, Pisuviricota, Stelpaviricetes
AGH70217, Kitrinoviricota, Flasuviricetes
AGH88802, Pisuviricota, Duplopiviricetes
AGI44298, Kitrinoviricota, Alsuviricetes
AGI52414, Pisuviricota, Pisoniviricetes
AGJ03164, Pisuviricota, Pisoniviricetes
AGJ03719, Pisuviricota, Duplopiviricetes
AGJ83769, Pisuviricota, Duplopiviricetes
AGJ84083, Kitrinoviricota, Flasuviricetes
AGJ91136, Kitrinoviricota, Flasuviricetes
AGK41003, Kitrinoviricota, Flasuviricetes
AGK41004, Kitrinoviricota, Flasuviricetes
AGK41009, Kitrinoviricota, Flasuviricetes
AGK41010, Kitrinoviricota, Flasuviricetes
AGK41011, Kitrinoviricota, Flasuviricetes
AGK41012, Kitrinoviricota, Flasuviricetes
AGK41013, Kitrinoviricota, Flasuviricetes
AGK41018, Kitrinoviricota, Flasuviricetes
AGK41019, Kitrinoviricota, Flasuviricetes
AGK41021, Kitrinoviricota, Flasuviricetes
AGK41023, Kitrinoviricota, Flasuviricetes
AGK45543, Pisuviricota, Stelpaviricetes
AGK45545, Pisuviricota, Duplopiviricetes
AGL33701, Pisuviricota, Pisoniviricetes
AGL80631, Kitrinoviricota, Alsuviricetes
AGM16551, Kitrinoviricota, Alsuviricetes
AGM75776, Kitrinoviricota, Flasuviricetes
AGN29708, Kitrinoviricota, Alsuviricetes
AGN54055, Kitrinoviricota, Tolucaviricetes
AGN54066, Kitrinoviricota, Tolucaviricetes
AGN55941, Kitrinoviricota, Alsuviricetes
AGN73377, Pisuviricota, Pisoniviricetes
AGN92430, Pisuviricota, Stelpaviricetes
AGO03686, Kitrinoviricota, Alsuviricetes
AGO04402, Pisuviricota, Duplopiviricetes
AGO57775, Duplornaviricota, Resentoviricetes
AGO59796, Pisuviricota, Pisoniviricetes
AGO67214, Pisuviricota, Stelpaviricetes
AGO86045, Pisuviricota, Pisoniviricetes
AGO96548, Kitrinoviricota, Tolucaviricetes
AGP50166, Pisuviricota, Pisoniviricetes
AGP75905, Pisuviricota, Pisoniviricetes
AGQ22075, Kitrinoviricota, Flasuviricetes
AGQ47773, Negarnaviricota, Insthoviricetes
AGQ49482, Pisuviricota, Duplopiviricetes
AGQ56677, Kitrinoviricota, Magsaviricetes
AGR44279, Duplornaviricota, Resentoviricetes
AGR53444, Kitrinoviricota, Flasuviricetes
AGR53445, Kitrinoviricota, Flasuviricetes
AGR55590, Pisuviricota, Pisoniviricetes
AGS15016, Pisuviricota, Pisoniviricetes
AGS41451, Kitrinoviricota, Flasuviricetes
AGS56984, Negarnaviricota, Ellioviricetes
AGS78403, Negarnaviricota, Ellioviricetes
AGT15672, Negarnaviricota, Ellioviricetes
AGT39196, Pisuviricota, Pisoniviricetes
AGT39202, Pisuviricota, Pisoniviricetes
AGT55876, Lenarviricota, Howeltoviricetes
AGT55877, Lenarviricota, Howeltoviricetes
AGT56190, Pisuviricota, Stelpaviricetes
AGT75080, Negarnaviricota, Monjiviricetes
AGU09694, Kitrinoviricota, Alsuviricetes
AGU62946, Pisuviricota, Pisoniviricetes
AGU62957, Pisuviricota, Pisoniviricetes
AGU69238, Kitrinoviricota, Alsuviricetes
AGU69458, Negarnaviricota, Monjiviricetes
AGU69459, Negarnaviricota, Monjiviricetes
AGU69461, Negarnaviricota, Monjiviricetes
AGV08290, Pisuviricota, Stelpaviricetes
AGV08299, Pisuviricota, Pisoniviricetes
AGV15825, Kitrinoviricota, Alsuviricetes
AGV23520, Kitrinoviricota, Flasuviricetes
AGV23521, Kitrinoviricota, Flasuviricetes
AGV23522, Kitrinoviricota, Flasuviricetes
AGV23524, Kitrinoviricota, Flasuviricetes
AGV98672, Pisuviricota, Pisoniviricetes
AGV98962, Pisuviricota, Pisoniviricetes
AGW23849, Negarnaviricota, Ellioviricetes
AGW31683, Pisuviricota, Pisoniviricetes
AGW43025, Pisuviricota, Pisoniviricetes
AGW51760, Lenarviricota, Howeltoviricetes
AGW82130, Negarnaviricota, Ellioviricetes
AGW83698, Kitrinoviricota, Flasuviricetes
AGW95854, Duplornaviricota, Resentoviricetes
AGX32058, Negarnaviricota, Ellioviricetes
AGX32061, Negarnaviricota, Ellioviricetes
AGY34703, Pisuviricota, Pisoniviricetes
AGY36218, Pisuviricota, Stelpaviricetes
AGZ59809, Negarnaviricota, Ellioviricetes
AGZ62525, Duplornaviricota, Resentoviricetes
AGZ62535, Negarnaviricota, Ellioviricetes
AGZ62578, Pisuviricota, Pisoniviricetes
AGZ84316, Pisuviricota, Duplopiviricetes
AGZ84535, Pisuviricota, Pisoniviricetes
AGZ92010, Duplornaviricota, Resentoviricetes
AGZ92012, Duplornaviricota, Resentoviricetes
AGZ92017, Duplornaviricota, Resentoviricetes
AHA35211, Pisuviricota, Pisoniviricetes
AHA38355, Negarnaviricota, Insthoviricetes
AHA44480, Pisuviricota, Pisoniviricetes
AHA59506, Kitrinoviricota, Alsuviricetes
AHA83412, Negarnaviricota, Ellioviricetes
AHA85410, Kitrinoviricota, Alsuviricetes
AHA91815, Pisuviricota, Pisoniviricetes
AHA91819, Kitrinoviricota, Alsuviricetes
AHB17738, Kitrinoviricota, Flasuviricetes
AHB34055, Negarnaviricota, Insthoviricetes
AHB63494, Pisuviricota, Pisoniviricetes
AHB73432, Negarnaviricota, Insthoviricetes
AHB87033, Kitrinoviricota, Alsuviricetes
AHB87051, Kitrinoviricota, Alsuviricetes
AHC53348, Duplornaviricota, Resentoviricetes
AHC54587, Kitrinoviricota, Alsuviricetes
AHC70111, Kitrinoviricota, Alsuviricetes
AHD25455, Pisuviricota, Pisoniviricetes
AHE13863, Negarnaviricota, Ellioviricetes
AHE13866, Lenarviricota, Howeltoviricetes
AHE76148, Negarnaviricota, Ellioviricetes
AHE76152, Negarnaviricota, Ellioviricetes
AHE76170, Negarnaviricota, Ellioviricetes
AHF48622, Lenarviricota, Howeltoviricetes
AHF48623, Lenarviricota, Howeltoviricetes
AHF48625, Lenarviricota, Howeltoviricetes
AHF48627, Lenarviricota, Howeltoviricetes
AHF48628, Lenarviricota, Howeltoviricetes
AHF48631, Lenarviricota, Howeltoviricetes
AHF48632, Lenarviricota, Howeltoviricetes
AHF71068, Negarnaviricota, Ellioviricetes
AHG23045, Kitrinoviricota, Alsuviricetes
AHG23125, Kitrinoviricota, Flasuviricetes
AHG25372, Kitrinoviricota, Alsuviricetes
AHH25153, Duplornaviricota, Chrymotiviricetes
AHH29575, Kitrinoviricota, Flasuviricetes
AHH32936, Kitrinoviricota, Flasuviricetes
AHH44830, Negarnaviricota, Monjiviricetes
AHH44930, Kitrinoviricota, Alsuviricetes
AHH54035, Pisuviricota, Pisoniviricetes
AHH60917, Negarnaviricota, Ellioviricetes
AHI10994, Negarnaviricota, Ellioviricetes
AHI43533, Lenarviricota, Howeltoviricetes
AHI43534, Lenarviricota, Howeltoviricetes
AHI43535, Lenarviricota, Howeltoviricetes
AHJ40479, Negarnaviricota, Monjiviricetes
AHJ80314, Kitrinoviricota, Alsuviricetes
AHK06414, Duplornaviricota, Chrymotiviricetes
AHK06416, Duplornaviricota, Chrymotiviricetes
AHK22794, Kitrinoviricota, Flasuviricetes
AHK24838, Pisuviricota, Pisoniviricetes
AHK24839, Pisuviricota, Pisoniviricetes
AHK60943, Negarnaviricota, Ellioviricetes
AHK60944, Negarnaviricota, Ellioviricetes
AHK60947, Negarnaviricota, Ellioviricetes
AHL25151, Pisuviricota, Duplopiviricetes
AHL25153, Pisuviricota, Duplopiviricetes
AHL25161, Pisuviricota, Duplopiviricetes
AHL25162, Pisuviricota, Duplopiviricetes
AHL25281, Lenarviricota, Howeltoviricetes
AHL27169, Negarnaviricota, Ellioviricetes
AHL43502, Kitrinoviricota, Flasuviricetes
AHL83646, Kitrinoviricota, Alsuviricetes
AHL96303, Pisuviricota, Pisoniviricetes
AHM88397, Kitrinoviricota, Flasuviricetes
AHU88025, Pisuviricota, Duplopiviricetes
AHW46357, Negarnaviricota, Ellioviricetes
AHW48492, Kitrinoviricota, Flasuviricetes
AHW48739, Kitrinoviricota, Flasuviricetes
AHX00958, Pisuviricota, Duplopiviricetes
AHX00960, Pisuviricota, Duplopiviricetes
AHX00961, Pisuviricota, Pisoniviricetes
AHX00963, Pisuviricota, Pisoniviricetes
AHX24377, Pisuviricota, Pisoniviricetes
AHX26591, Pisuviricota, Stelpaviricetes
AHX57397, Negarnaviricota, Monjiviricetes
AHX84129, Lenarviricota, Howeltoviricetes
AHX84132, Lenarviricota, Howeltoviricetes
AHX84134, Lenarviricota, Howeltoviricetes
AHX84135, Lenarviricota, Howeltoviricetes
AHY03257, Lenarviricota, Howeltoviricetes
AHY21610, Pisuviricota, Pisoniviricetes
AHY22330, Negarnaviricota, Ellioviricetes
AHY22336, Negarnaviricota, Ellioviricetes
AHY22338, Negarnaviricota, Ellioviricetes
AHY61037, Pisuviricota, Stelpaviricetes
AHY61039, Pisuviricota, Stelpaviricetes
AHY61040, Pisuviricota, Stelpaviricetes
AHY84573, Negarnaviricota, Insthoviricetes
AHZ18317, Negarnaviricota, Monjiviricetes
AHZ32852, Duplornaviricota, Resentoviricetes
AHZ46150, Pisuviricota, Duplopiviricetes
AHZ59467, Kitrinoviricota, Tolucaviricetes
AHZ64955, Negarnaviricota, Ellioviricetes
AHZ96948, Kitrinoviricota, Tolucaviricetes
AIA08883, Negarnaviricota, Ellioviricetes
AIA09958, Pisuviricota, Pisoniviricetes
AIA24559, Negarnaviricota, Ellioviricetes
AIA24562, Negarnaviricota, Ellioviricetes
AIA61616, Pisuviricota, Duplopiviricetes
AIA62270, Pisuviricota, Pisoniviricetes
AIA65161, Pisuviricota, Stelpaviricetes
AIB00272, Pisuviricota, Stelpaviricetes
AIB06801, Pisuviricota, Duplopiviricetes
AIB06802, Pisuviricota, Duplopiviricetes
AIB06803, Pisuviricota, Duplopiviricetes
AIC34744, Duplornaviricota, Chrymotiviricetes
AID16674, Pisuviricota, Pisoniviricetes
AID16677, Pisuviricota, Pisoniviricetes
AID45795, Duplornaviricota, Chrymotiviricetes
AID49629, Kitrinoviricota, Flasuviricetes
AID51349, Negarnaviricota, Ellioviricetes
AID55206, Pisuviricota, Stelpaviricetes
AID60186, Kitrinoviricota, Flasuviricetes
AID60260, Kitrinoviricota, Flasuviricetes
AID60264, Kitrinoviricota, Flasuviricetes
AID60265, Kitrinoviricota, Flasuviricetes
AID60273, Kitrinoviricota, Flasuviricetes
AID60274, Kitrinoviricota, Flasuviricetes
AID69173, Pisuviricota, Pisoniviricetes
AIE42674, Negarnaviricota, Ellioviricetes
AIE44664, Kitrinoviricota, Alsuviricetes
AIE47664, Pisuviricota, Duplopiviricetes
AIE47694, Pisuviricota, Duplopiviricetes
AIE77248, Pisuviricota, Duplopiviricetes
AIF28825, Negarnaviricota, Ellioviricetes
AIF33767, Pisuviricota, Duplopiviricetes
AIF74183, Negarnaviricota, Monjiviricetes
AIF74184, Negarnaviricota, Monjiviricetes
AIF74185, Negarnaviricota, Monjiviricetes
AIF74192, Negarnaviricota, Monjiviricetes
AIF74193, Negarnaviricota, Monjiviricetes
AIF74195, Negarnaviricota, Monjiviricetes
AIF74248, Pisuviricota, Pisoniviricetes
AIF74249, Pisuviricota, Pisoniviricetes
AIF74250, Pisuviricota, Pisoniviricetes
AIF74251, Pisuviricota, Pisoniviricetes
AIF74253, Pisuviricota, Pisoniviricetes
AIF74255, Pisuviricota, Pisoniviricetes
AIF74258, Pisuviricota, Pisoniviricetes
AIF74260, Pisuviricota, Pisoniviricetes
AIF74261, Pisuviricota, Pisoniviricetes
AIF74262, Pisuviricota, Pisoniviricetes
AIF74264, Pisuviricota, Pisoniviricetes
AIF74266, Pisuviricota, Pisoniviricetes
AIF74269, Pisuviricota, Pisoniviricetes
AIF74284, Negarnaviricota, Monjiviricetes
AIF74285, Kitrinoviricota, Alsuviricetes
AIG60049, Negarnaviricota, Monjiviricetes
AIG71990, Pisuviricota, Duplopiviricetes
AIG95628, Kitrinoviricota, Flasuviricetes
AII01801, Negarnaviricota, Ellioviricetes
AII01810, Negarnaviricota, Ellioviricetes
AII25854, Kitrinoviricota, Flasuviricetes
AII25855, Kitrinoviricota, Flasuviricetes
AII25857, Kitrinoviricota, Flasuviricetes
AII25860, Kitrinoviricota, Flasuviricetes
AII73761, Pisuviricota, Pisoniviricetes
AII79372, Negarnaviricota, Ellioviricetes
AII82234, Pisuviricota, Pisoniviricetes
AII82236, Pisuviricota, Pisoniviricetes
AII82242, Pisuviricota, Stelpaviricetes
AII82258, Pisuviricota, Pisoniviricetes
AII99851, Negarnaviricota, Ellioviricetes
AIJ01297, Negarnaviricota, Monjiviricetes
AIJ19432, Kitrinoviricota, Flasuviricetes
AIJ19434, Kitrinoviricota, Flasuviricetes
AIK67137, Pisuviricota, Pisoniviricetes
AIL25331, Negarnaviricota, Ellioviricetes
AIL25335, Negarnaviricota, Ellioviricetes
AIL48081, Pisuviricota, Pisoniviricetes
AIM40208, Pisuviricota, Stelpaviricetes
AIM55450, Pisuviricota, Pisoniviricetes
AIN37017, Negarnaviricota, Ellioviricetes
AIN37018, Negarnaviricota, Ellioviricetes
AIN37021, Negarnaviricota, Ellioviricetes
AIN37022, Negarnaviricota, Ellioviricetes
AIN37024, Negarnaviricota, Ellioviricetes
AIN37025, Negarnaviricota, Ellioviricetes
AIN40033, Kitrinoviricota, Alsuviricetes
AIN55741, Negarnaviricota, Ellioviricetes
AIN55744, Negarnaviricota, Ellioviricetes
AIN55747, Negarnaviricota, Ellioviricetes
AIO08083, Kitrinoviricota, Flasuviricetes
AIO08086, Kitrinoviricota, Flasuviricetes
AIO08089, Kitrinoviricota, Flasuviricetes
AIO08091, Kitrinoviricota, Flasuviricetes
AIO11151, Kitrinoviricota, Magsaviricetes
AIO11622, Negarnaviricota, Insthoviricetes
AIP91298, Pisuviricota, Pisoniviricetes
AIS37555, Lenarviricota, Howeltoviricetes
AIS39016, Lenarviricota, Howeltoviricetes
AIS73137, Pisuviricota, Pisoniviricetes
AIT13016, Pisuviricota, Stelpaviricetes
AIT17661, Negarnaviricota, Ellioviricetes
AIT17835, Negarnaviricota, Ellioviricetes
AIT39627, Pisuviricota, Pisoniviricetes
AIT55702, Duplornaviricota, Resentoviricetes
AIT55713, Duplornaviricota, Resentoviricetes
AIT71973, Lenarviricota, Howeltoviricetes
AIT99457, Pisuviricota, Pisoniviricetes
AIU36191, Pisuviricota, Pisoniviricetes
AIU36192, Pisuviricota, Pisoniviricetes
AIU36193, Pisuviricota, Pisoniviricetes
AIU36196, Pisuviricota, Pisoniviricetes
AIU36219, Duplornaviricota, Resentoviricetes
AIU80171, Pisuviricota, Pisoniviricetes
AIU94741, Kitrinoviricota, Flasuviricetes
AIU94742, Kitrinoviricota, Flasuviricetes
AIU95032, Negarnaviricota, Ellioviricetes
AIU95033, Negarnaviricota, Ellioviricetes
AIU99579, Duplornaviricota, Resentoviricetes
AIV43186, Duplornaviricota, Resentoviricetes
AIV43189, Duplornaviricota, Resentoviricetes
AIW39810, Kitrinoviricota, Flasuviricetes
AIW53311, Pisuviricota, Duplopiviricetes
AIW53312, Pisuviricota, Duplopiviricetes
AIW53314, Pisuviricota, Duplopiviricetes
AIW53321, Pisuviricota, Pisoniviricetes
AIX09819, Pisuviricota, Duplopiviricetes
AIX94570, Kitrinoviricota, Alsuviricetes
AIY25911, Negarnaviricota, Monjiviricetes
AIY25916, Negarnaviricota, Monjiviricetes
AIY31284, Pisuviricota, Duplopiviricetes
AIY31285, Pisuviricota, Duplopiviricetes
AIY31286, Pisuviricota, Duplopiviricetes
AIY31287, Pisuviricota, Duplopiviricetes
AIY31288, Pisuviricota, Duplopiviricetes
AIY31289, Pisuviricota, Duplopiviricetes
AIY31290, Pisuviricota, Duplopiviricetes
AIY31291, Pisuviricota, Duplopiviricetes
AIY31292, Pisuviricota, Duplopiviricetes
AIY31293, Pisuviricota, Duplopiviricetes
AIY31294, Pisuviricota, Duplopiviricetes
AIY31295, Pisuviricota, Duplopiviricetes
AIY55493, Pisuviricota, Stelpaviricetes
AIY68183, Pisuviricota, Pisoniviricetes
AIY68186, Pisuviricota, Pisoniviricetes
AIY69147, Duplornaviricota, Resentoviricetes
AIZ00432, Negarnaviricota, Ellioviricetes
AIZ09249, Pisuviricota, Stelpaviricetes
AIZ68612, Negarnaviricota, Monjiviricetes
AIZ76639, Kitrinoviricota, Alsuviricetes
AIZ76646, Pisuviricota, Pisoniviricetes
AJA04604, Kitrinoviricota, Alsuviricetes
AJA37498, Duplornaviricota, Chrymotiviricetes
AJA37613, Pisuviricota, Pisoniviricetes
AJC98119, Pisuviricota, Pisoniviricetes
AJD14830, Duplornaviricota, Chrymotiviricetes
AJD23381, Kitrinoviricota, Alsuviricetes
AJD23391, Pisuviricota, Stelpaviricetes
AJD23401, Pisuviricota, Stelpaviricetes
AJD77610, Negarnaviricota, Ellioviricetes
AJD77614, Pisuviricota, Pisoniviricetes
AJD77616, Pisuviricota, Pisoniviricetes
AJD79428, Pisuviricota, Stelpaviricetes
AJE25830, Pisuviricota, Duplopiviricetes
AJE25834, Pisuviricota, Pisoniviricetes
AJF19150, Kitrinoviricota, Flasuviricetes
AJF19154, Kitrinoviricota, Flasuviricetes
AJF19155, Kitrinoviricota, Flasuviricetes
AJF19157, Kitrinoviricota, Flasuviricetes
AJF19160, Kitrinoviricota, Flasuviricetes
AJF45986, Kitrinoviricota, Tolucaviricetes
AJF96714, Kitrinoviricota, Flasuviricetes
AJF96723, Kitrinoviricota, Flasuviricetes
AJG05826, Negarnaviricota, Monjiviricetes
AJG39060, Negarnaviricota, Monjiviricetes
AJG39067, Negarnaviricota, Monjiviricetes
AJG39070, Negarnaviricota, Monjiviricetes
AJG39073, Negarnaviricota, Monjiviricetes
AJG39084, Negarnaviricota, Insthoviricetes
AJG39085, Negarnaviricota, Insthoviricetes
AJG39086, Negarnaviricota, Insthoviricetes
AJG39090, Negarnaviricota, Insthoviricetes
AJG39091, Negarnaviricota, Insthoviricetes
AJG39092, Negarnaviricota, Insthoviricetes
AJG39093, Negarnaviricota, Insthoviricetes
AJG39095, Negarnaviricota, Insthoviricetes
AJG39096, Negarnaviricota, Insthoviricetes
AJG39135, Negarnaviricota, Monjiviricetes
AJG39162, Negarnaviricota, Monjiviricetes
AJG39233, Negarnaviricota, Ellioviricetes
AJG39234, Negarnaviricota, Ellioviricetes
AJG39235, Negarnaviricota, Ellioviricetes
AJG39236, Negarnaviricota, Ellioviricetes
AJG39239, Negarnaviricota, Ellioviricetes
AJG39242, Negarnaviricota, Ellioviricetes
AJG39243, Negarnaviricota, Ellioviricetes
AJG39245, Negarnaviricota, Ellioviricetes
AJG39248, Negarnaviricota, Monjiviricetes
AJG39250, Negarnaviricota, Ellioviricetes
AJG39251, Negarnaviricota, Ellioviricetes
AJG39261, Negarnaviricota, Ellioviricetes
AJG39265, Negarnaviricota, Ellioviricetes
AJG39266, Negarnaviricota, Ellioviricetes
AJG39269, Negarnaviricota, Ellioviricetes
AJG39272, Negarnaviricota, Ellioviricetes
AJG39274, Negarnaviricota, Ellioviricetes
AJG39275, Negarnaviricota, Ellioviricetes
AJI43721, Negarnaviricota, Ellioviricetes
AJI76055, Negarnaviricota, Insthoviricetes
AJJ94969, Negarnaviricota, Insthoviricetes
AJN08917, Negarnaviricota, Monjiviricetes
AJN08925, Negarnaviricota, Monjiviricetes
AJO54281, Pisuviricota, Pisoniviricetes
AJO54282, Pisuviricota, Pisoniviricetes
AJO71410, Kitrinoviricota, Flasuviricetes
AJO71604, Kitrinoviricota, Flasuviricetes
AJO71605, Kitrinoviricota, Flasuviricetes
AJO71609, Kitrinoviricota, Flasuviricetes
AJO71610, Kitrinoviricota, Flasuviricetes
AJO71614, Kitrinoviricota, Flasuviricetes
AJP33335, Negarnaviricota, Monjiviricetes
AJP36585, Kitrinoviricota, Flasuviricetes
AJR16768, Negarnaviricota, Monjiviricetes
AJR19138, Kitrinoviricota, Magsaviricetes
AJR19144, Kitrinoviricota, Magsaviricetes
AJR19147, Kitrinoviricota, Magsaviricetes
AJR28270, Negarnaviricota, Monjiviricetes
AJR28282, Negarnaviricota, Monjiviricetes
AJR28289, Negarnaviricota, Monjiviricetes
AJR28296, Negarnaviricota, Monjiviricetes
AJR28310, Negarnaviricota, Monjiviricetes
AJR28326, Negarnaviricota, Monjiviricetes
AJR28347, Negarnaviricota, Monjiviricetes
AJR28373, Negarnaviricota, Monjiviricetes
AJR28388, Negarnaviricota, Monjiviricetes
AJR28396, Negarnaviricota, Monjiviricetes
AJR28401, Negarnaviricota, Monjiviricetes
AJR28409, Negarnaviricota, Monjiviricetes
AJR28417, Negarnaviricota, Monjiviricetes
AJR28438, Negarnaviricota, Monjiviricetes
AJR28445, Negarnaviricota, Monjiviricetes
AJR28452, Negarnaviricota, Monjiviricetes
AJR28463, Negarnaviricota, Monjiviricetes
AJR28474, Negarnaviricota, Monjiviricetes
AJR28479, Negarnaviricota, Monjiviricetes
AJR28490, Negarnaviricota, Monjiviricetes
AJR28499, Negarnaviricota, Monjiviricetes
AJR28510, Negarnaviricota, Monjiviricetes
AJR28515, Negarnaviricota, Monjiviricetes
AJR28526, Negarnaviricota, Monjiviricetes
AJR28531, Negarnaviricota, Monjiviricetes
AJR28540, Negarnaviricota, Monjiviricetes
AJR28545, Negarnaviricota, Monjiviricetes
AJR28559, Negarnaviricota, Monjiviricetes
AJR28581, Negarnaviricota, Monjiviricetes
AJR28590, Negarnaviricota, Monjiviricetes
AJR28605, Negarnaviricota, Monjiviricetes
AJT39489, Negarnaviricota, Ellioviricetes
AJT55735, Negarnaviricota, Ellioviricetes
AJT59689, Negarnaviricota, Ellioviricetes
AJW68782, Negarnaviricota, Ellioviricetes
AJY53439, Kitrinoviricota, Flasuviricetes
AJY53440, Kitrinoviricota, Flasuviricetes
AJY53441, Kitrinoviricota, Flasuviricetes
AJZ68872, Negarnaviricota, Ellioviricetes
AJZ74605, Negarnaviricota, Monjiviricetes
AJZ74613, Negarnaviricota, Monjiviricetes
AKA58518, Kitrinoviricota, Magsaviricetes
AKA63285, Duplornaviricota, Resentoviricetes
AKA63351, Negarnaviricota, Ellioviricetes
AKB90851, Kitrinoviricota, Alsuviricetes
AKB94076, Pisuviricota, Pisoniviricetes
AKB96244, Negarnaviricota, Ellioviricetes
AKC01037, Pisuviricota, Stelpaviricetes
AKC36028, Negarnaviricota, Monjiviricetes
AKC36603, Negarnaviricota, Monjiviricetes
AKC37134, Negarnaviricota, Monjiviricetes
AKC42494, Negarnaviricota, Ellioviricetes
AKC43543, Pisuviricota, Stelpaviricetes
AKC88489, Kitrinoviricota, Flasuviricetes
AKC89292, Pisuviricota, Pisoniviricetes
AKC89306, Duplornaviricota, Resentoviricetes
AKC89322, Negarnaviricota, Ellioviricetes
AKC89340, Negarnaviricota, Ellioviricetes
AKC89343, Negarnaviricota, Ellioviricetes
AKC89346, Negarnaviricota, Ellioviricetes
AKC89349, Negarnaviricota, Ellioviricetes
AKC89352, Negarnaviricota, Ellioviricetes
AKE33179, Duplornaviricota, Resentoviricetes
AKE49121, Pisuviricota, Stelpaviricetes
AKF17722, Pisuviricota, Pisoniviricetes
AKF42410, Negarnaviricota, Ellioviricetes
AKF42412, Negarnaviricota, Ellioviricetes
AKF42424, Negarnaviricota, Ellioviricetes
AKG65642, Negarnaviricota, Monjiviricetes
AKG92637, Pisuviricota, Duplopiviricetes
AKG96060, Negarnaviricota, Monjiviricetes
AKH03088, Duplornaviricota, Resentoviricetes
AKH10571, Kitrinoviricota, Flasuviricetes
AKH39758, Kitrinoviricota, Alsuviricetes
AKH39765, Kitrinoviricota, Alsuviricetes
AKH48918, Negarnaviricota, Ellioviricetes
AKH48937, Negarnaviricota, Ellioviricetes
AKH48980, Negarnaviricota, Ellioviricetes
AKH48991, Negarnaviricota, Ellioviricetes
AKH48993, Negarnaviricota, Ellioviricetes
AKH48996, Negarnaviricota, Ellioviricetes
AKH49005, Negarnaviricota, Ellioviricetes
AKH49015, Negarnaviricota, Ellioviricetes
AKH49017, Negarnaviricota, Ellioviricetes
AKH49031, Negarnaviricota, Ellioviricetes
AKH49085, Negarnaviricota, Ellioviricetes
AKH49097, Negarnaviricota, Ellioviricetes
AKH49123, Negarnaviricota, Ellioviricetes
AKH49177, Negarnaviricota, Ellioviricetes
AKH49181, Negarnaviricota, Ellioviricetes
AKI28848, Negarnaviricota, Ellioviricetes
AKI82136, Pisuviricota, Duplopiviricetes
AKI83296, Negarnaviricota, Monjiviricetes
AKJ70949, Pisuviricota, Pisoniviricetes
AKJ82635, Negarnaviricota, Insthoviricetes
AKK52481, Duplornaviricota, Resentoviricetes
AKN08988, Negarnaviricota, Ellioviricetes
AKN08994, Kitrinoviricota, Alsuviricetes
AKN10696, Negarnaviricota, Ellioviricetes
AKN10698, Negarnaviricota, Ellioviricetes
AKN10710, Negarnaviricota, Ellioviricetes
AKN10711, Negarnaviricota, Ellioviricetes
AKN10715, Negarnaviricota, Ellioviricetes
AKN50617, Pisuviricota, Duplopiviricetes
AKN50618, Pisuviricota, Duplopiviricetes
AKN50621, Pisuviricota, Duplopiviricetes
AKN50624, Pisuviricota, Duplopiviricetes
AKN56908, Negarnaviricota, Ellioviricetes
AKN59247, Pisuviricota, Pisoniviricetes
AKO69552, Negarnaviricota, Monjiviricetes
AKO90160, Negarnaviricota, Ellioviricetes
AKO90161, Negarnaviricota, Ellioviricetes
AKO90162, Negarnaviricota, Ellioviricetes
AKO90164, Negarnaviricota, Ellioviricetes
AKO90170, Negarnaviricota, Ellioviricetes
AKP18615, Kitrinoviricota, Magsaviricetes
AKP55350, Kitrinoviricota, Tolucaviricetes
AKQ48574, Kitrinoviricota, Alsuviricetes
AKS48297, Pisuviricota, Pisoniviricetes
AKU48197, Duplornaviricota, Chrymotiviricetes
AKZ66614, Kitrinoviricota, Alsuviricetes
ALB35036, Pisuviricota, Duplopiviricetes
ALB72936, Pisuviricota, Pisoniviricetes
ALC78364, Negarnaviricota, Ellioviricetes
ALD19243, Negarnaviricota, Insthoviricetes
ALD83626, Negarnaviricota, Ellioviricetes
ALD84349, Negarnaviricota, Ellioviricetes
ALD84352, Negarnaviricota, Ellioviricetes
ALD84355, Negarnaviricota, Ellioviricetes
ALD89090, Duplornaviricota, Chrymotiviricetes
ALD89099, Pisuviricota, Duplopiviricetes
ALD89101, Lenarviricota, Howeltoviricetes
ALD89102, Lenarviricota, Howeltoviricetes
ALD89108, Duplornaviricota, Chrymotiviricetes
ALD89112, Pisuviricota, Pisoniviricetes
ALD89116, Lenarviricota, Howeltoviricetes
ALD89118, Lenarviricota, Howeltoviricetes
ALD89119, Lenarviricota, Howeltoviricetes
ALD89120, Lenarviricota, Howeltoviricetes
ALD89121, Lenarviricota, Howeltoviricetes
ALD89122, Lenarviricota, Howeltoviricetes
ALD89125, Lenarviricota, Howeltoviricetes
ALD89126, Lenarviricota, Howeltoviricetes
ALD89127, Lenarviricota, Howeltoviricetes
ALD89128, Lenarviricota, Howeltoviricetes
ALD89131, Lenarviricota, Miaviricetes
ALD89132, Lenarviricota, Miaviricetes
